@Αἰγίλιψ|n268
ἀναβέβρυχεν|n840
ἀναβαίνω|n838
ἀναβησίνευς|n841
ἀναβραχεῖν|n843
ἀναβρόχω|n844
ἀναγιγνώσκω|n845
ἀναγκαίη|n846
ἀναγκαῖος|n847
ἀναγνάμπτω|n849
ἀναδέδρομε|n851
ἀναδέρκομαι|n852
ἀναδέσμη|n853
ἀναδέχομαι|n854
ἀναδύομαι|n855
ἀναείρω|n857
ἀναθηλέω|n858
ἀναθρώσκω|n860
ἀναιδής|n862
ἀναιδείη|n861
ἀναιμωτί|n864
ἀναιρέω|n866
ἀνακαίω|n869
ἀνακηκίω|n870
ἀνακλίνω|n871
ἀνακοντίζω|n872
ἀνακράζω|n874
ἀνακρεμάννυμι|n875
ἀνακτόριος|n876
ἀνακυμβαλιάζω|n877
ἀνακόπτω|n873
ἀναλέγω|n878
ἀναλκείη|n879
ἀναλύω1|n882
ἀναλύω|n882
ἀναμάσσω|n884
ἀναμένω|n885
ἀναμίγνυμι|n887
ἀναμίμνω|n889
ἀναμαιμάω|n883
ἀναμετρέω|n886
ἀναμιμνήσκω|n888
ἀναμορμύρω|n890
ἀνανέομαι|n891
ἀνανεύω|n892
ἀναξηραίνω|n895
ἀναπάλλω|n897
ἀναπίμπλημι|n903
ἀναπαύω|n898
ἀναπείρω|n899
ἀναπεπταμένας|n900
ἀναπετάννυμι|n901
ἀναπηδάω|n902
ἀναπλέω|n904
ἀναπνέω|n906
ἀναπρήθω|n908
ἀναροιβδέω|n911
ἀναρπάζω|n912
ἀναρρήγνυμι|n913
ἀναρριπτέω|n914
ἀναρροιβδέω|n915
ἀνασεύω|n918
ἀνασπάω|n919
ἀνασταδόν|n922
ἀναστενάχω|n924
ἀναστεναχίζω|n923
ἀναστοναχίζω|n925
ἀναστρέφω|n926
ἀναστρωφάω|n927
ἀνασχέμεν|n928
ἀνατέλλω|n929
ἀνατίθημι|n930
ἀνατλῆναι|n931
ἀνατρέπω|n932
ἀνατρέχω|n933
ἀναφέρω|n937
ἀναφαίνω|n935
ἀναφανδά|n936
ἀναφράζομαι|n938
ἀναχάζομαι|n939
ἀναχωρέω|n940
ἀναψύχω|n941
ἀνδράγρια|n944
ἀνδράποδον|n948
ἀνδραίμων|n946
ἀνδραιμονίδης|n945
ἀνδρακάς1|n947
ἀνδρακάς|n947
ἀνδραχθής|n949
ἀνδρειφόντης|n950
ἀνδροκτασίη|n953
ἀνδρομάχη|n954
ἀνδροτής|n956
ἀνδροφάγος|n957
ἀνδροφόνος|n958
ἀνδρόκμητος|n952
ἀνδρόμεος|n955
ἀνδύεται|n959
ἀνεέργω|n965
ἀνείμων|n967
ἀνείρομαι|n968
ἀνεγείρω|n960
ἀνεδέγμεθα|n962
ἀνειρώτων|n969
ἀνεκτός|n971
ἀνελθών|n972
ἀνελών|n974
ἀνεμοσκεπής|n976
ἀνεμοτρεφής|n977
ἀνεμώλιος|n978
ἀνεμώρεια|n979
ἀνενείκατο|n980
ἀνερείπομαι|n982
ἀνερωτάω|n984
ἀνεψιός|n993
ἀνεῖσα|n970
ἀνηκουστέω|n999
ἀνθέριξ|n1013
ἀνθέω|n1014
ἀνθίστημι|n1017
ἀνθεμίδης|n1009
ἀνθεμίων|n1010
ἀνθεμόεις|n1011
ἀνθερεών|n1012
ἀνθηδών|n1015
ἀνθρακιή|n1019
ἀνιάζω|n1021
ἀνιάω|n1022
ἀνιδρωτί|n1023
ἀνιηθείς|n1025
ἀνιηρός|n1027
ἀνιπτόπος|n1028
ἀνιχνεύω|n1032
ἀννεῖται|n1033
ἀνοήμων|n1034
ἀνοίγεσκον|n896
ἀνοίγω|n1035
ἀνορούω|n1040
ἀνουτητί|n1045
ἀνούτατος|n1044
ἀνστάς|n1046
ἀνστρέψειαν|n1047
ἀνσχεθέειν|n1048
ἀνσχετός|n1049
ἀντάξιος|n1051
ἀντάω|n1052
ἀντέχω|n1054
ἀντήνωρ|n1057
ἀντί|n1059
ἀντίβιος|n1063
ἀντίθεος|n1065
ἀντίθυρος|n1066
ἀντίκλεια|n1067
ἀντίλοχος|n1070
ἀντίμαχος|n1071
ἀντίνοος|n1072
ἀντίον1|n1073
ἀντίον|n1073
ἀντίος|n1075
ἀντίσχεσθε|n1078
ἀντίφονος|n1084
ἀντηνορίδης|n1056
ἀντιάνειρα|n1061
ἀντιάω|n1062
ἀντιβολέω|n1064
ἀντικρύ|n1069
ἀντιπέραιος|n1077
ἀντιτορέω|n1079
ἀντιφάτης|n1081
ἀντιφέρομαι|n1083
ἀντιφερίζω|n1082
ἀντιόπη|n1074
ἀντιόω|n1076
ἀντολή|n1087
ἀντρών|n1090
ἀντἴ|n1060
ἀνωθέω|n1100
ἀνωιστί|n1101
ἀνόλεθρος|n1036
ἀνόπαια|n1039
ἀνόστιμος|n1041
ἀνύω|n1094
ἀνώγω|n1099
ἀνώιστος|n1102
ἀνώνυμος|n1103
ἀνῷγεν|n1098
ἀξίνη|n1106
ἀξιός|n1108
ἀοίδιμος|n1114
ἀοιδή|n1112
ἀοιδιάω|n1113
ἀοιδός|n1115
ἀολλής|n1116
ἀολλίζω|n1117
ἀορτήρ|n1119
ἀοσσητήρ|n1120
ἀπάγχω|n1123
ἀπάγω|n1124
ἀπάλαλκε|n1130
ἀπάλαμνος|n1131
ἀπάλθομαι|n1133
ἀπάνευθε|n1142
ἀπάρχομαι|n1148
ἀπάτερθε|n1152
ἀπάτη|n1153
ἀπέειπε|n1159
ἀπέεργε|n1160
ἀπέλεθρος|n1172
ἀπένεικας|n1175
ἀπέπλω|n1176
ἀπέρχομαι|n1179
ἀπέσσυτο|n1183
ἀπέφθιθεν|n1340
ἀπέχω|n1187
ἀπήμαντος|n1189
ἀπήμβροτον|n1190
ἀπήμων|n1191
ἀπήνη|n1192
ἀπήραξεν|n1195
ἀπήωρος|n1197
ἀπίσχω|n1204
ἀπαίνυμαι|n1126
ἀπαίσσω|n1128
ἀπαγγέλλω|n1122
ἀπαείρομαι|n1125
ἀπαισός|n1127
ἀπαιτίζω|n1129
ἀπαλέξω|n1132
ἀπαλοιάω|n1134
ἀπαμάω1|n1137
ἀπαμάω|n1137
ἀπαμβροτεῖν|n1138
ἀπαμείβομαι|n1139
ἀπαμύνω|n1140
ἀπαναίνομαι|n1141
ἀπανύω|n1144
ἀπαράσσω|n1146
ἀπαρέσκομαι|n1147
ἀπατάω|n1151
ἀπατήλιος|n1154
ἀπατηλός|n1155
ἀπατιμάω|n1156
ἀπαυράω|n1157
ἀπαφίσκω|n1158
ἀπείριτος|n1169
ἀπείρων2|n1170
ἀπείρων|n1170
ἀπειλέω2|n1161
ἀπειλέω|n1161
ἀπειλή|n1162
ἀπειλητήρ|n1163
ἀπειρέσιος|n1168
ἀπειραίη|n1167
ἀπεκλανθάνομαι|n1171
ἀπεμέω|n1173
ἀπεμνήσαντο|n1174
ἀπερείσιος|n1177
ἀπερωέω|n1181
ἀπερωεύς|n1180
ἀπερύκω|n1178
ἀπευθής|n1184
ἀπεχθάνομαι|n1186
ἀπεχθαίρω|n1185
ἀπεῖπον|n1166
ἀπηλεγέως|n1188
ἀπηνήναντο|n1193
ἀπηνής|n1194
ἀπηύρων|n1196
ἀπιθέω|n1198
ἀπινύσσω|n1199
ἀπισάων|n1201
ἀπιστέω|n1202
ἀποέργω|n1231
ἀποίσω|n1240
ἀποίχομαι|n1241
ἀποαίνυμαι|n1208
ἀποαιρέομαι|n1209
ἀποβαίνω|n1210
ἀποβλύζω|n1212
ἀποβρίζω|n1213
ἀπογυιόω|n1214
ἀπογυμνόω|n1215
ἀποδέχομαι|n1218
ἀποδίδωμι|n1220
ἀποδίομαι|n1221
ἀποδαίομαι|n1216
ἀποδειροτομέω|n1217
ἀποδιδράσκω|n1219
ἀποδοχμόω|n1222
ἀποδράς|n1223
ἀποδρύφω|n1224
ἀποδύνω|n1225
ἀποδύω|n1226
ἀποδῷσι|n1227
ἀποείκω|n1228
ἀποεργάθω|n1230
ἀποεῖπον|n1229
ἀποθαυμάζω|n1233
ἀποθνήσκω|n1235
ἀποθρώσκω|n1236
ἀποθύμιος|n1237
ἀποικίζω|n1238
ἀποκαίνυμαι|n1242
ἀποκείρω|n1243
ἀποκηδέω|n1244
ἀποκινέω|n1245
ἀποκλίνω|n1246
ἀποκοσμέω|n1248
ἀποκρίνω|n1250
ἀποκρεμάννυμι|n1249
ἀποκρύπτω|n1251
ἀποκτάμεν|n1252
ἀποκτείνω|n1253
ἀποκόπτω|n1247
ἀπολάμπω|n1254
ἀπολέπω|n1257
ἀπολέσκετο|n1258
ἀπολήγω|n1259
ἀπολείβω|n1255
ἀπολείπω|n1256
ἀπολιχμάω|n1260
ἀπολλήξεις|n1261
ἀπολούομαι|n1264
ἀπολυμαίνομαι|n1265
ἀπολυμαντήρ|n1266
ἀπολύω|n1267
ἀπομηνίω|n1268
ἀπομιμνήσκομαι|n1269
ἀπομυθέομαι|n1272
ἀπομόργνυμι|n1271
ἀπονέομαι|n1275
ἀπονίζω|n1277
ἀπονίνημι|n1278
ἀπονίπτεσθαι|n1279
ἀποναίω|n1274
ἀπονοστέω|n1280
ἀπονόσφι|n1281
ἀποξύνω|n1282
ἀποξύω|n1283
ἀποπέμπω|n1286
ἀποπέσῃσι|n1287
ἀποπέτομαι|n1288
ἀποπίπτω|n1289
ἀποπαπταίνω|n1284
ἀποπαύω|n1285
ἀποπλάζω|n1290
ἀποπλήσσω|n1292
ἀποπλείω|n1291
ἀποπλύνω|n1293
ἀποπλώω|n1294
ἀποπνείω|n1295
ἀποπροέηκε|n1298
ἀποπροίημι|n1302
ἀποπροαιρέω|n1297
ἀποπροελών|n1299
ἀποπροτέμνω|n1303
ἀποπρό|n1296
ἀποπτάμενος|n1304
ἀποπτῦω|n1305
ἀπορούω|n1308
ἀπορρήγνυμι|n1310
ἀπορρίπτω|n1312
ἀπορραίω|n1309
ἀπορριγέω|n1311
ἀπορρώξ|n1313
ἀποσεύομαι|n1314
ἀποσκίδνημι|n1315
ἀποσκυδμαίνω|n1316
ἀποσπένδω|n1317
ἀποστίλβω|n1320
ἀποσταδόν|n1318
ἀποστείχω|n1319
ἀποστρέφω|n1321
ἀποστυφελίζω|n1322
ἀποσφάλλω|n1323
ἀποσχέσθαι|n1324
ἀποτάμνω|n1325
ἀποτίθημι|n1327
ἀποτίνυμαι|n1328
ἀποτίνω|n1329
ἀποτηλοῦ|n1326
ἀποτμήγω|n1330
ἀποτρέπω|n1332
ἀποτρίβω|n1333
ἀποτρωπάω|n1335
ἀπουρίζω|n1337
ἀποφέρω|n1338
ἀποφθίνω|n1342
ἀποφθινύθω|n1341
ἀποφώλιος|n1343
ἀποχάζομαι|n1344
ἀποψύχω|n1345
ἀπούρας|n1336
ἀππέμψει|n1346
ἀπριάτην|n1348
ἀπροτίμαστος|n1349
ἀπτήν|n1351
ἀπτοεπής|n1352
ἀπτόλεμος|n1353
ἀπωθέω|n1359
ἀπό|n1207
ἀπόβλητος|n1211
ἀπόερσε|n1232
ἀπόθεστος|n1234
ἀπόλλυμι|n1262
ἀπόλλων|n1263
ἀπόμνυμι|n1270
ἀπόναιο|n1273
ἀπόνηθ̓|n1276
ἀπόπροθεν|n1300
ἀπόπροθι|n1301
ἀπόρθητος|n1306
ἀπόρνυμαι|n1307
ἀπότροπος|n1334
ἀπόφημι|n1339
ἀπύργωτος|n1355
ἀπύρωτος|n1357
ἀράομαι|n1365
ἀράσσω|n1368
ἀράχνιον|n1369
ἀράω|n1370
ἀρέθουσα|n1398
ἀρέσαι|n1404
ἀρέσθαι|n1406
ἀρέσκω|n1405
ἀρή|n1411
ἀρήγω|n1413
ἀρήιος|n1419
ἀρήν|n1424
ἀρήνη|n1426
ἀρήτη|n1429
ἀρίγνωτος|n1439
ἀρίζηλος|n1441
ἀρίσβας|n1446
ἀρίσβη|n1447
ἀραβέω|n1361
ἀραιθυρέη|n1363
ἀραιός|n1364
ἀραρίσκω|n1366
ἀργής|n1377
ἀργίπος|n1381
ἀργαλέος|n1371
ἀργεάδης|n1372
ἀργειφόντης|n1374
ἀργεννός|n1375
ἀργεστής|n1376
ἀργεῖος|n1373
ἀργικέραυνος|n1378
ἀργινόεις|n1379
ἀργιόδους|n1380
ἀργυροδίνης|n1389
ἀργυρόηλος|n1390
ἀργυρόπεζα|n1391
ἀργυρότοξος|n1393
ἀργός1|n1386
ἀργός|n1386
ἀργύρεος|n1388
ἀργύφεος|n1394
ἀργώ|n1396
ἀρδμός|n1397
ἀρείων|@
ἀρειή|n1399
ἀρετάω|n1407
ἀρετάων|n1408
ἀρετή|n1409
ἀρετής|n1410
ἀρηίθοος|@
ἀρηίλυκος|n1418
ἀρηίφατος|n1420
ἀρηίφιλος|n1421
ἀρηγών|n1414
ἀρηικτάμενος|n1417
ἀρημέναι|n1422
ἀρημένος|n1423
ἀρηρομένος|n1425
ἀρητήρ|n1430
ἀρητιάδης|n1431
ἀρθμέω|n1435
ἀρι|n1437
ἀριάδνη|n1438
ἀριδείκετος|n1440
ἀριθμέω|n1442
ἀριθμός|n1443
ἀριπρεπής|n1445
ἀριστερός|n1448
ἀριστεύς|n1449
ἀριστεύω|n1450
ἀρισφαλής|n1453
ἀριφραδής|n1454
ἀρκάς|n1456
ἀρκέω|n1460
ἀρκαδίη|n1455
ἀρκείσιος|n1458
ἀρκεισιάδης|n1457
ἀρκεσίλαος|n1459
ἀρνέομαι|n1473
ἀρναῖος|n1471
ἀρνειός|n1472
ἀρνευτήρ|n1474
ἀρνός|n1476
ἀροίμην|n1478
ἀροτήρ|n1480
ἀρσίνοος|n1494
ἀρσίπος|n1495
ἀρτίπος|n1501
ἀρτίφρων|n1502
ἀρτακίη|n1496
ἀρτεμής|n1497
ἀρτιεπής|n1499
ἀρτύνω|n1504
ἀρχέκακος|n1506
ἀρχέλοχος|n1507
ἀρχή|n1510
ἀρχεπτόλεμος|n1508
ἀρχεύω|n1509
ἀρχός|n1511
ἀρωγή|n1513
ἀρωγός|n1514
ἀρόω|n1484
ἀρύβας|n1505
ἀσάμινθος|n1519
ἀσήμαντος|n1524
ἀσίνη|n1528
ἀσαῖος|n1517
ἀσθμαίνω|n1526
ἀσιάδης|n1527
ἀσινής|n1529
ἀσκάλαφος|n1534
ἀσκάνιος|n1536
ἀσκέω|n1538
ἀσκανίη|n1535
ἀσκελής|n1537
ἀσκηθής|n1539
ἀσκητός|n1540
ἀσκληπιάδης|n1541
ἀσκληπιός|n1542
ἀσκός|n1544
ἀσπάζομαι|n1546
ἀσπάσιος|n1549
ἀσπίς|n1555
ἀσπαίρω|n1547
ἀσπαστός|n1550
ἀσπερχές|n1552
ἀσπιδιώτης|n1554
ἀσπιστής|n1556
ἀσπληδών|n1557
ἀσπουδί|n1558
ἀσσάρακος|n1561
ἀστέριον|n1566
ἀστήρ|n1572
ἀστεμφέως|n1564
ἀστεμφής|n1565
ἀστερίς|n1567
ἀστεροπή|n1570
ἀστεροπαῖος|n1569
ἀστεροπητής|n1571
ἀστερόεις|n1568
ἀστράγαλος|n1574
ἀστράπτω|n1575
ἀστυάναξ|n1579
ἀστυβοώτης|n1580
ἀστυόχεια|n1582
ἀστυόχη|n1583
ἀστός|n1573
ἀστύαλος|n1578
ἀστύνοος|n1581
ἀστύπυλος|n1584
ἀσυφηλός|n1585
ἀσφάραγος1|n1589
ἀσφάραγος|n1589
ἀσφαλέως|n1586
ἀσφαλής|n1587
ἀσφαλίων|n1588
ἀσφοδελός|n1590
ἀσχαλάω|n1591
ἀσωπός|n1593
ἀτάλαντος|n1594
ἀτάλλω|n1596
ἀτάρ|n1598
ἀτάρβητος|n1600
ἀτάσθαλος|n1606
ἀτέλεστος|n1609
ἀτέμβω|n1612
ἀτέραμνος|n1614
ἀτέω|n1617
ἀτίζω|n1619
ἀτίμητος|n1622
ἀταλάφρων|n1595
ἀταλός|n1597
ἀταρβής|n1599
ἀταρπιτός|n1601
ἀταρπός|n1602
ἀταρτηρός|n1603
ἀτασθάλλω|n1605
ἀτασθαλίη|n1604
ἀτειρής|n1608
ἀτελής|n1611
ἀτελεύτητος|n1610
ἀτερπής|n1615
ἀτιμάζω|n1620
ἀτιμάω|n1621
ἀτιμίη|n1623
ἀτιτάλλω|n1625
ἀτραπιτός|n1630
ἀτρείδης|n1631
ἀτρείων|n1632
ἀτρεκέως|n1633
ἀτρεκής|n1634
ἀτρεύς|n1636
ἀτρυτώνη|n1640
ἀτρύγετος|n1639
ἀτυμνιάδης|n1643
ἀτύζομαι|n1642
ἀτύμνιος|n1644
ἀυσταλέος|n1671
ἀυτέω|n1675
ἀυτή|n1676
ἀυτμή|n1680
ἀυτμήν|n1681
ἀφάρτερος|n1720
ἀφέξω|n1726
ἀφήτωρ|n1728
ἀφίημι|n1730
ἀφίστημι|n1733
ἀφαιρέω|n1711
ἀφαμαρτάνω|n1713
ἀφαμαρτοεπής|n1714
ἀφανδάνω|n1715
ἀφαρεύς|n1718
ἀφαρπάζω|n1719
ἀφαυρός|n1721
ἀφείδας|n1723
ἀφείη|n1724
ἀφικάνω|n1731
ἀφικνέομαι|n1732
ἀφλοισμός|n1735
ἀφνειός|n1736
ἀφοπλίζω|n1737
ἀφορμάομαι|n1738
ἀφρέω|n1744
ἀφρήτωρ|n1745
ἀφραίνω|n1743
ἀφραδέω|n1740
ἀφραδής|n1741
ἀφραδίη|n1742
ἀφροδίτη|n1746
ἀφρονέω|n1747
ἀφροσύνη|n1749
ἀφρός|n1748
ἀφυσγετός|n1753
ἀφύξειν|n1752
ἀφύσσω|n1754
ἀχάριστος|n1761
ἀχέρων|n1765
ἀχέω1|n1767
ἀχέω|n1767
ἀχαιάς|n1756
ἀχαιίς|n1758
ἀχαιαί|n1755
ἀχαιικός|n1757
ἀχαιοί|n1759
ἀχελώιος|n1762
ἀχερωίς|n1764
ἀχεύω|n1766
ἀχιλεύς|n1770
ἀχλύς|n1771
ἀχλύω|n1772
ἀχρεῖος|n1778
ἀχρημοσύνη|n1779
ἀχυρμιή|n1781
ἀψίς|n1784
ἀψευδής|n1783
ἀψόρροος1|@
ἀψόρροος2|@
ἀψόρροος|@
ἀωτέω|n1791
ἁγνός|n99
ἁδινός|n168
ἁδινῶς|n169
ἁδροτής|n179
ἁθρόος|n245
ἁλίαρτος|n549
ἁλίη|n554
ἁλίπλοος|n562
ἁλίσκομαι|n565
ἁλιαής|n548
ἁλιεύς|n552
ἁλιζῶνες|n553
ἁλιθέρσης|n555
ἁλιμυρήεις|n556
ἁλιοτρεφής|n560
ἁλιπόρφυρος|n563
ἁλιόω|n561
ἁλμυρός|n614
ἁλοσύδνη|n621
ἁλόθεν|n616
ἁλώω|n647
ἁλώῃ|n645
ἁμαρτάνω|n660
ἁμαρτέω|n661
ἁμαρτοεπής|n663
ἁμαρτῇ|n662
ἁματροχάω|n666
ἁματροχίη|n667
ἁμόθεν|n706
ἁμός1|n713
ἁμός|n713
ἁνδάνω|n942
ἁπάντῃ|n1143
ἁπαλοτρεφής|n1136
ἁπαλός|n1135
ἁπλοίς|n1205
ἁρματοπηγός|n1465
ἁρματροχιή|n1466
ἁρμονίδης|n1469
ἁρμονίη|n1470
ἁρμόζω|n1468
ἁρπάζω|n1485
ἁρπακτήρ|n1486
ἁρπαλέος|n1487
ἁρπαλίων|n1488
ἁφάω|n1722
ἁφόωντα|n1739
ἄαπτος|n4
ἄβαντες|n8
ἄβας|n10
ἄβιοι|n11
ἄβληρος|n12
ἄβλητος|n14
ἄβρομος|n16
ἄβροτος|n18
ἄβυδος|n19
ἄγαλμα|n32
ἄγαμαι|n33
ἄγαμος|n38
ἄγγελος|n58
ἄγγος|n59
ἄγε|n60
ἄγεν|n68
ἄγη1|n71
ἄγη|n71
ἄγκιστρον|n83
ἄγκος|n86
ἄγνυμι|n100
ἄγνωστος|n103
ἄγονος|n105
ἄγραυλος|n115
ἄγρει|n116
ἄγρη|n117
ἄγριος|@
ἄγρωστις|n130
ἄγυια|n131
ἄγυρις|n132
ἄγχι|n135
ἄγχιστα|n145
ἄγχιστος|n147
ἄγχω|n150
ἄγω|n151
ἄδαμας|n156
ἄδδην|n160
ἄδην|n166
ἄδμητος|@
ἄδος|n174
ἄδυτον|n180
ἄεθλον|n183
ἄεθλος|n184
ἄελλα|n198
